Protein,MW,Length
PN96_RS10765,45.602877139999904,411
PN96_RS24380,16.637216340000002,148
PN96_RS10770,81.34907644000012,735
PN96_RS10775,81.34865173999992,696
PN96_RS10780,56.81136263999987,501
PN96_RS10785,34.78674323999998,321
PN96_RS10790,49.63792373999995,432
PN96_RS10795,26.04898664000001,229
PN96_RS10805,34.27034503999999,304
PN96_RS10810,52.640514239999945,466
PN96_RS10815,9.26370254,84
PN96_RS10820,12.245849540000007,102
PN96_RS10825,31.14656384,278
PN96_RS10830,12.689284040000002,110
PN96_RS10875,49.48008843999993,453
PN96_RS10880,35.654635439999986,333
PN96_RS10885,31.06077764000001,275
PN96_RS10890,28.732513840000024,260
PN96_RS10895,37.493223739999976,327
PN96_RS10900,95.8215650400003,857
PN96_RS10905,26.224557739999998,242
PN96_RS10910,36.59575874000001,325
PN96_RS10915,27.993772440000004,242
PN96_RS10920,55.361661339999856,493
PN96_RS10925,12.386229140000006,108
PN96_RS10930,44.26546143999997,392
PN96_RS10935,19.10857424000002,177
PN96_RS10940,11.371887640000004,99
PN96_RS10945,73.69412084000001,645
PN96_RS10950,62.138297639999806,555
PN96_RS10955,37.26102953999996,333
PN96_RS10960,41.98524633999998,375
PN96_RS10965,39.655917239999965,357
PN96_RS10970,36.07420773999996,327
PN96_RS10975,40.14860083999999,370
PN96_RS10980,32.57463614000002,308
PN96_RS10985,12.652325840000007,109
PN96_RS10990,12.526843440000006,113
PN96_RS10995,53.35204493999986,494
PN96_RS11000,61.13997733999987,556
PN96_RS11005,27.08436464000002,242
PN96_RS11010,35.773723239999974,321
PN96_RS11015,15.395378140000016,143
PN96_RS11020,19.03127554000001,166
PN96_RS11025,105.6738301400004,942
PN96_RS11030,35.01130124000001,311
PN96_RS11035,56.89708273999986,520
PN96_RS11040,9.566268140000004,86
PN96_RS11045,11.174059940000005,98
PN96_RS11050,34.14029074,296
PN96_RS11055,40.137179139999944,381
PN96_RS11060,43.18293783999994,380
PN96_RS11065,32.75309093999999,283
PN96_RS11070,30.69827783999999,273
PN96_RS11075,27.221258940000013,263
PN96_RS11080,83.59212844000002,748
PN96_RS11085,20.788075940000002,173
PN96_RS11090,25.493143640000017,226
PN96_RS11095,11.952596340000003,103
PN96_RS11100,38.724899339999965,344
PN96_RS11105,9.905631940000003,83
PN96_RS11110,49.33949603999997,444
PN96_RS11115,57.253897439999974,505
PN96_RS11120,41.33171323999996,365
PN96_RS11125,63.999944039999825,579
PN96_RS11130,28.49134414,262
PN96_RS11135,35.08618014,305
PN96_RS11140,19.45074404000001,172
PN96_RS11145,46.3324811399999,436
PN96_RS11150,27.185872040000014,239
PN96_RS11155,46.249409839999906,407
PN96_RS11160,29.32645104,258
PN96_RS11165,50.95693403999989,477
PN96_RS11170,7.392378640000001,61
PN96_RS11175,22.133032940000003,183
PN96_RS11180,25.358819940000014,226
PN96_RS11185,33.22570833999999,295
PN96_RS11190,13.833515240000006,125
PN96_RS11195,46.356684439999945,426
PN96_RS11200,34.41443353999998,318
PN96_RS11205,88.46289944000034,819
PN96_RS11210,17.473498540000005,156
PN96_RS11215,17.702199640000014,160
PN96_RS11220,15.835817140000005,135
PN96_RS11225,26.979629239999998,238
PN96_RS11230,16.92021194000001,149
PN96_RS11235,89.06304494000004,783
PN96_RS11240,35.780076339999965,319
PN96_RS11245,167.3121394400012,1512
PN96_RS11250,53.42448223999994,489
PN96_RS11255,163.212172340001,1487
PN96_RS11260,52.22666763999992,470
PN96_RS11265,15.817198540000009,142
PN96_RS11270,24.770446440000004,231
PN96_RS11275,35.03983203999995,317
PN96_RS11280,30.86095583999999,274
PN96_RS11285,22.045551940000017,206
PN96_RS11290,32.247363540000016,289
PN96_RS11295,27.323524840000015,259
PN96_RS11300,117.80816864000057,1077
PN96_RS11305,40.88323543999999,379
PN96_RS11310,28.554458639999986,269
PN96_RS11315,15.455325940000009,133
PN96_RS11320,103.29042044000019,908
PN96_RS11325,17.115860040000012,150
PN96_RS11330,34.22795673999999,305
PN96_RS11335,42.84961744000002,411
PN96_RS11340,45.33140713999996,420
PN96_RS11345,29.736804340000003,260
PN96_RS11350,52.79898973999996,485
PN96_RS11355,38.45659054000001,355
PN96_RS11360,44.1702928399999,398
PN96_RS11365,46.97460303999998,437
PN96_RS11370,40.00170933999991,360
PN96_RS11375,48.47996973999998,454
PN96_RS11380,53.091273039999955,493
PN96_RS11385,65.48016243999987,597
PN96_RS11390,11.957978040000004,105
PN96_RS11395,35.16811213999998,316
PN96_RS11405,31.636310540000007,287
PN96_RS11410,67.62667783999984,604
PN96_RS11415,14.25033854000001,122
PN96_RS11420,21.065995840000017,196
PN96_RS11425,24.412594340000023,222
PN96_RS11430,17.72588354,160
PN96_RS11435,24.36125454,211
PN96_RS11440,27.427680540000008,245
PN96_RS11445,48.277184439999864,421
PN96_RS11450,21.362534640000003,196
PN96_RS11455,14.610874040000004,130
PN96_RS11460,15.960577940000015,142
PN96_RS11465,42.68985854000002,367
PN96_RS11470,16.436624840000007,147
PN96_RS11475,48.16903593999987,455
PN96_RS11480,37.19448763999996,354
PN96_RS11485,85.22153234000015,761
PN96_RS11490,69.4437633399999,626
PN96_RS11495,22.145317040000016,194
PN96_RS11500,29.875602740000012,268
PN96_RS11505,17.437920440000013,152
PN96_RS11510,24.657754240000006,215
PN96_RS11515,47.92602173999996,440
PN96_RS11520,51.00647043999988,476
PN96_RS11525,109.18853664000031,947
PN96_RS11530,45.77986773999999,418
PN96_RS11535,29.264574640000028,257
PN96_RS11540,59.01062233999992,510
PN96_RS11545,25.686929940000002,226
PN96_RS11550,43.67245853999992,419
PN96_RS11555,22.640858339999994,203
PN96_RS11560,24.386182240000004,223
PN96_RS11565,61.86814253999989,549
PN96_RS11570,45.89672123999995,406
PN96_RS11575,29.256057239999983,267
PN96_RS11580,18.504095240000005,160
PN96_RS11585,13.39544474000001,119
PN96_RS11590,21.863443840000034,203
PN96_RS11595,30.457845940000002,271
PN96_RS11600,36.294844339999976,338
PN96_RS11605,8.486964340000002,71
PN96_RS11610,16.105688940000004,147
PN96_RS11615,66.20528453999985,585
PN96_RS11620,70.8887241399999,623
PN96_RS11630,40.25982363999998,376
PN96_RS11635,29.21824734,267
PN96_RS11640,11.33944704,96
PN96_RS11645,26.89447204000002,235
PN96_RS11650,30.092402340000007,257
PN96_RS11655,37.550305739999985,349
PN96_RS11660,49.850718040000004,452
PN96_RS11665,65.63941223999987,584
PN96_RS11670,68.87784323999999,649
PN96_RS11675,41.867600739999936,382
PN96_RS11680,19.827655140000015,176
PN96_RS11685,31.769591640000012,300
PN96_RS11690,47.706727339999865,458
PN96_RS11695,30.869622140000025,281
PN96_RS11700,67.2323796399999,610
PN96_RS11705,27.916608940000017,253
PN96_RS11710,50.00524313999993,470
PN96_RS11715,18.235003540000008,164
PN96_RS11720,63.014449739999876,574
PN96_RS11725,67.61686563999982,599
PN96_RS11730,36.27752784,319
PN96_RS11735,39.681879240000015,348
PN96_RS11740,20.00443664,182
PN96_RS11745,29.33735454,258
PN96_RS11755,56.301741439999915,515
PN96_RS11760,39.41979724000001,363
PN96_RS11765,49.97573424000001,466
PN96_RS11770,22.631445840000005,200
PN96_RS11775,30.061883940000005,260
PN96_RS11780,31.56606074,283
PN96_RS11785,89.07442934000032,781
PN96_RS11790,47.36743973999995,427
PN96_RS11795,36.07139004000001,332
PN96_RS11800,30.63348414000001,269
PN96_RS11805,14.369298040000013,126
PN96_RS11810,30.623056239999986,268
PN96_RS11815,17.739374740000006,159
PN96_RS11820,17.144768340000024,157
PN96_RS11825,28.80418114,267
PN96_RS11830,43.522975040000006,391
PN96_RS11835,9.207540640000001,85
PN96_RS11840,11.521266040000006,103
PN96_RS11845,35.28303853999998,323
PN96_RS11850,7.010839439999997,63
PN96_RS11855,32.20300224,311
PN96_RS11860,16.97658904000002,156
PN96_RS11865,34.50217873999996,322
PN96_RS11870,92.33786404000003,859
PN96_RS11875,16.19898174000002,145
PN96_RS11880,25.70853134,234
PN96_RS11885,58.49339253999987,530
PN96_RS11890,36.770655139999974,330
PN96_RS11895,22.920618140000006,211
PN96_RS11900,49.927669539999926,452
PN96_RS11905,37.14299113999996,337
PN96_RS11910,19.63133254000001,176
PN96_RS11915,13.250600840000004,115
PN96_RS11920,140.12133894000075,1301
PN96_RS11925,63.73851113999987,571
PN96_RS11930,23.781374340000013,212
PN96_RS11935,7.77716044,67
PN96_RS11940,19.95892784000002,183
PN96_RS11945,12.225986340000008,107
PN96_RS11950,25.096553340000007,224
PN96_RS11955,26.310951640000006,242
PN96_RS11960,45.67332533999997,419
PN96_RS11965,18.029829140000018,165
PN96_RS11970,33.94745674000001,301
PN96_RS11975,22.840893140000006,205
PN96_RS11980,61.764617239999836,574
PN96_RS11985,52.773504239999895,476
PN96_RS11990,34.910791839999995,302
PN96_RS11995,31.408871640000015,291
PN96_RS12000,72.19019243999996,653
PN96_RS12005,22.378453740000023,190
PN96_RS12010,50.353071139999926,459
PN96_RS12015,17.282703440000017,153
PN96_RS12020,23.29386624000001,199
PN96_RS12025,21.822748439999998,206
PN96_RS12030,16.13619034000001,158
PN96_RS12035,14.202419540000001,126
PN96_RS12040,36.47352113999999,330
PN96_RS12045,23.348997740000016,206
PN96_RS12050,13.889984640000018,129
PN96_RS12055,13.28954044000001,118
PN96_RS12060,4.27823554,37
PN96_RS12065,48.51342603999993,444
PN96_RS12070,14.850312640000013,144
PN96_RS12075,6.583839439999998,58
PN96_RS12080,17.58331464000002,167
PN96_RS12085,12.615511640000005,117
PN96_RS12090,18.774616640000016,177
PN96_RS12095,14.00661334000001,130
PN96_RS12100,11.455328240000005,101
PN96_RS12105,20.13028674000001,179
PN96_RS12110,11.218023340000006,105
PN96_RS12115,13.569011340000015,123
PN96_RS12120,9.585145240000001,84
PN96_RS12125,7.193334339999998,63
PN96_RS12130,15.52531314000002,136
PN96_RS12135,25.550763939999985,232
PN96_RS12140,12.158083340000008,110
PN96_RS12145,10.427384340000001,92
PN96_RS12150,29.995507639999992,274
PN96_RS12155,11.128035540000004,100
PN96_RS12160,21.874205140000008,200
PN96_RS12165,22.359586640000018,209
PN96_RS12170,11.72065564,103
PN96_RS12175,8.069178039999999,73
PN96_RS12180,82.31968214000008,734
PN96_RS12185,36.84230114,335
PN96_RS12190,20.682017040000005,181
PN96_RS12195,19.56009324,183
PN96_RS12200,49.80390433999997,443
PN96_RS12205,32.87999874000002,305
PN96_RS12210,19.67988184000001,180
PN96_RS12215,9.395595039999998,80
PN96_RS12220,36.091748539999976,335
PN96_RS12225,23.28851334000002,204
PN96_RS12230,13.676507240000012,116
PN96_RS12235,15.786839040000016,141
PN96_RS12240,36.252431939999965,304
PN96_RS12245,13.091883540000008,115
PN96_RS12250,26.962391539999988,256
PN96_RS12255,25.05286524000001,214
PN96_RS12260,49.63652963999995,449
PN96_RS12265,72.12680943999982,657
PN96_RS12270,43.62542963999995,391
PN96_RS12275,21.650520840000016,208
PN96_RS12280,23.325103340000005,204
PN96_RS12285,30.73352664000001,277
PN96_RS12290,42.06648523999995,369
PN96_RS12295,34.52521714,297
PN96_RS12300,43.40847323999993,380
PN96_RS12305,46.78636703999992,405
PN96_RS12310,39.27742483999996,340
PN96_RS12315,49.13348753999987,428
PN96_RS12320,38.11989483999995,343
PN96_RS12325,10.407688740000003,90
PN96_RS12330,47.2720914399999,426
PN96_RS12335,79.23579384000004,721
PN96_RS12340,16.12155204,147
PN96_RS12345,41.277906539999954,378
PN96_RS12350,43.45156933999994,388
PN96_RS12355,14.762183440000015,130
PN96_RS12360,63.22381453999988,577
PN96_RS12365,29.56041104,261
PN96_RS12370,52.65972563999996,466
PN96_RS12375,32.76854873999999,297
PN96_RS12380,20.636153840000002,181
PN96_RS12385,32.183164239999996,273
PN96_RS12390,34.57803123999996,302
PN96_RS12395,32.798181639999996,301
PN96_RS12400,39.97983623999997,359
PN96_RS12405,34.478159940000005,306
PN96_RS12410,108.05978924000057,932
PN96_RS12415,27.977472040000016,246
PN96_RS12420,45.637744639999966,394
PN96_RS12425,33.28724924000002,298
PN96_RS12430,30.30658984,270
PN96_RS12435,16.028320240000006,143
PN96_RS12440,39.908806239999976,348
PN96_RS12445,78.56051184000002,677
PN96_RS12450,37.88818513999996,330
PN96_RS12455,38.92975553999998,342
PN96_RS12460,44.602007039999904,389
PN96_RS12465,24.256788340000014,216
PN96_RS12470,62.760835439999816,577
PN96_RS12475,35.23249214,304
PN96_RS12480,23.990027140000013,215
PN96_RS12485,34.89945693999997,320
PN96_RS12490,52.91093113999994,469
PN96_RS12495,40.12215553999994,366
PN96_RS12500,6.606298339999997,71
PN96_RS12505,25.351967440000013,223
PN96_RS12510,28.272815340000008,250
PN96_RS12515,83.88546904000019,735
PN96_RS12520,35.163309139999974,313
PN96_RS12525,37.31990653999997,326
PN96_RS12530,39.52695553999998,354
PN96_RS12535,45.811044540000005,416
PN96_RS12540,32.22486344,282
PN96_RS12545,36.72188883999999,322
PN96_RS12550,42.99942043999995,369
PN96_RS12555,26.94277354000001,235
PN96_RS12560,13.950560140000011,128
PN96_RS12565,42.08917953999998,371
PN96_RS12570,37.03070773999999,334
PN96_RS12575,39.48538993999998,355
PN96_RS12580,37.960497839999945,343
PN96_RS12585,17.797357640000016,159
PN96_RS12590,30.267762140000013,269
PN96_RS12595,18.833533140000007,158
PN96_RS12600,6.52373384,56
PN96_RS12605,9.035547040000003,78
PN96_RS12610,25.35212054,224
PN96_RS12615,42.484948539999955,399
PN96_RS12620,22.838411740000012,196
PN96_RS12625,36.26311193999997,316
PN96_RS12630,23.132267740000007,213
PN96_RS12635,25.725359339999997,238
PN96_RS12645,33.24701434,288
PN96_RS12650,78.21695554,699
PN96_RS12655,32.570641139999985,315
PN96_RS12660,15.573195940000016,138
PN96_RS12665,16.258670640000012,141
PN96_RS12670,31.26072354000003,279
PN96_RS12675,31.748840139999995,285
PN96_RS12680,69.64066833999986,608
PN96_RS12685,38.845714339999944,347
PN96_RS12690,37.901384339999936,341
PN96_RS12695,93.57418794000048,866
PN96_RS12700,28.445123539999997,254
PN96_RS12705,49.39176543999991,453
PN96_RS12710,19.32304504000002,175
PN96_RS12715,14.519722640000005,135
PN96_RS12720,22.999935040000015,210
PN96_RS12725,45.628131839999995,403
PN96_RS12730,23.486551940000002,207
PN96_RS12735,10.02230574,90
PN96_RS12740,79.82556284000002,706
PN96_RS12745,25.488055139999997,227
PN96_RS12750,76.69374354000007,693
PN96_RS12755,48.7285353399999,462
PN96_RS12760,47.820830139999906,430
PN96_RS12765,27.379624139999994,239
PN96_RS12770,11.17753014,99
PN96_RS12775,19.515080740000005,167
PN96_RS12780,70.20070523999983,626
PN96_RS12785,85.34682054000008,776
PN96_RS12790,17.453838640000008,154
PN96_RS12795,28.154301440000005,255
PN96_RS12800,27.52971784000002,240
PN96_RS12805,20.89827344000001,194
PN96_RS12810,21.239295140000017,189
PN96_RS12815,30.77177644,275
PN96_RS12820,27.551318639999987,253
PN96_RS12825,18.95091314000001,163
PN96_RS12830,45.03732783999996,399
PN96_RS12835,37.598270139999975,336
PN96_RS12840,25.33069153999999,221
PN96_RS12845,14.221567340000009,129
PN96_RS12850,22.202092939999993,199
PN96_RS12855,16.31332684000001,147
PN96_RS12860,44.696685639999984,405
PN96_RS12865,55.9031618399999,500
PN96_RS12870,73.18029544,673
PN96_RS12875,33.305983139999995,305
PN96_RS12880,14.903002440000005,128
PN96_RS12885,32.35540204,291
PN96_RS12890,60.12970113999985,542
PN96_RS12895,76.93338314000003,686
PN96_RS12900,34.90412173999999,305
PN96_RS12905,16.04632284000001,144
PN96_RS12910,34.850909640000005,314
PN96_RS12915,24.24909634,213
PN96_RS12920,20.634310540000005,185
PN96_RS12925,67.05618203999984,609
PN96_RS12930,51.45209583999992,469
PN96_RS12935,20.864678040000005,193
PN96_RS12940,38.73048053999999,348
PN96_RS12945,52.3595502399999,467
PN96_RS12950,94.96405004000019,848
PN96_RS12955,36.390340539999976,334
PN96_RS12960,53.72312803999991,463
PN96_RS12965,18.598691740000014,162
PN96_RS12970,20.303875539999996,180
PN96_RS12975,25.086397240000004,212
PN96_RS24195,9.736122440000004,89
PN96_RS12985,21.795837940000006,205
PN96_RS12990,24.653362840000007,219
PN96_RS12995,103.01963764000041,930
PN96_RS13005,16.428845340000013,144
PN96_RS13010,39.192495639999976,353
PN96_RS13015,29.31112644,257
PN96_RS13020,42.63886893999996,400
PN96_RS13025,27.79303764,248
PN96_RS13030,14.588731540000003,132
PN96_RS13035,9.40278784,88
PN96_RS13040,62.64338083999983,544
PN96_RS13045,23.805288740000012,211
PN96_RS13050,28.99197674,259
PN96_RS13055,58.47115033999993,510
PN96_RS13060,32.74781014,302
PN96_RS13065,92.20482994000028,817
PN96_RS13070,28.72638744000001,253
PN96_RS13075,60.701165139999944,548
PN96_RS13080,58.73671813999996,532
PN96_RS13085,14.521577240000015,129
PN96_RS13090,20.17984714000001,176
PN96_RS13095,52.4000601399999,467
PN96_RS13100,18.696731740000008,167
PN96_RS13105,18.02285614000001,158
PN96_RS13110,28.459785940000014,256
PN96_RS13115,33.692576339999995,306
PN96_RS13120,34.04085694,299
PN96_RS13125,48.03704393999999,433
PN96_RS13130,41.44560833999998,375
PN96_RS13135,21.197045340000017,185
PN96_RS13140,50.97659203999993,474
PN96_RS13145,32.73047174000002,296
PN96_RS13150,16.105486340000013,146
PN96_RS13155,6.916971340000001,66
PN96_RS13160,130.23063794000075,1174
PN96_RS13165,26.085990940000013,232
PN96_RS13170,43.68908663999993,397
PN96_RS13175,12.301431740000009,107
PN96_RS13180,20.036573239999996,175
PN96_RS13185,15.745027940000014,141
PN96_RS13190,32.29348184,292
PN96_RS13195,21.104356640000017,190
PN96_RS13200,28.390561039999994,259
PN96_RS13205,17.331021840000012,154
PN96_RS13210,77.05483544000002,680
PN96_RS13215,32.247774439999986,279
PN96_RS13220,48.78458743999993,451
PN96_RS13225,19.409192440000016,174
PN96_RS13230,21.843376240000005,204
PN96_RS13235,47.08543903999992,458
PN96_RS13240,19.60033164000002,175
PN96_RS13245,63.84481583999985,598
PN96_RS13250,36.697950939999984,335
PN96_RS13255,35.793525539999976,326
PN96_RS13260,34.522576539999974,314
PN96_RS13265,35.91665483999995,325
PN96_RS13270,57.448302739999924,517
PN96_RS13275,63.677125939999875,571
PN96_RS13285,26.77761844,241
PN96_RS13315,14.334288340000002,137
PN96_RS13320,77.30806563999997,671
PN96_RS13325,21.701830740000005,193
PN96_RS13330,40.54238423999994,368
PN96_RS13335,111.73669814000047,1040
PN96_RS13340,9.500012839999998,83
PN96_RS13345,54.5970203399999,494
PN96_RS13350,33.104280239999994,296
PN96_RS13355,25.664704140000026,224
PN96_RS13360,48.48250293999995,428
PN96_RS13365,52.30857043999988,495
PN96_RS13400,20.604757140000007,175
PN96_RS13405,52.97757963999988,485
PN96_RS13410,22.243416940000017,207
PN96_RS13415,78.49074134000001,723
PN96_RS13420,41.33441823999994,391
PN96_RS13425,34.87221573999997,326
PN96_RS13430,35.383062139999964,313
PN96_RS13435,6.712959240000001,60
PN96_RS13440,9.413943840000002,82
PN96_RS13445,9.96195924,86
PN96_RS13450,19.651487640000006,184
PN96_RS13455,34.98965274000001,306
PN96_RS13460,76.01903453999999,688
PN96_RS13465,78.80565434000005,694
PN96_RS13470,46.550038939999936,417
PN96_RS13475,16.518629440000012,145
PN96_RS13480,89.63925944000015,805
PN96_RS13485,40.99363113999999,359
PN96_RS13490,40.70630393999999,366
PN96_RS13495,53.033231239999914,468
PN96_RS13500,27.55751794,248
PN96_RS13505,24.998939639999996,223
PN96_RS13510,27.24921454,245
PN96_RS13515,5.18023514,44
PN96_RS13520,12.486402240000004,107
PN96_RS13525,9.623263540000004,85
PN96_RS13530,60.72791903999982,540
PN96_RS13535,49.22369603999994,453
PN96_RS13540,15.736491440000004,144
PN96_RS13545,70.03242663999998,631
PN96_RS13550,23.96277554000002,211
PN96_RS13555,28.082498539999996,257
PN96_RS13560,32.44637604000003,293
PN96_RS13565,13.859825140000023,129
PN96_RS13570,30.174092939999987,270
PN96_RS13575,8.635516740000003,84
PN96_RS13580,17.604121640000002,156
PN96_RS13585,19.44105884000001,177
PN96_RS13590,55.59039043999995,513
PN96_RS13595,31.84657534000002,288
PN96_RS13600,50.628545639999956,467
PN96_RS13605,15.33342914,140
PN96_RS13610,48.511982939999925,453
PN96_RS13615,28.142242240000023,247
PN96_RS13620,29.066525140000007,258
PN96_RS13625,42.74552283999999,399
PN96_RS13630,33.99627223999999,300
PN96_RS13635,56.64155623999985,515
PN96_RS13640,65.61737433999994,613
PN96_RS13645,10.965709140000005,94
PN96_RS13650,59.26207293999991,548
PN96_RS13655,55.091080839999925,507
PN96_RS13660,35.82643363999999,318
PN96_RS13665,33.730601140000005,292
PN96_RS13670,22.750520740000006,200
PN96_RS13675,38.574687639999965,328
PN96_RS13680,54.15291733999988,473
PN96_RS13685,10.404031740000004,88
PN96_RS23975,5.859904640000002,55
PN96_RS13690,30.119888139999993,270
PN96_RS13695,24.04684594000001,217
PN96_RS13700,21.132071740000022,197
PN96_RS13705,52.231984739999874,481
PN96_RS13710,50.10825773999994,458
PN96_RS13715,47.80152533999999,427
PN96_RS13720,34.17509163999999,315
PN96_RS13725,19.478440040000013,172
PN96_RS13730,40.11997923999996,364
PN96_RS13735,39.92573553999995,369
PN96_RS13740,18.531271540000024,159
PN96_RS13745,20.83990184000002,189
PN96_RS13750,40.97260633999997,377
PN96_RS13755,16.598224840000018,161
PN96_RS13760,20.338089840000023,185
PN96_RS13765,35.21143203999997,305
PN96_RS13770,29.913838739999985,277
PN96_RS13775,9.92099054,87
PN96_RS13780,19.70940424000002,182
PN96_RS13830,50.89455083999991,459
PN96_RS13835,13.976626940000019,128
PN96_RS13840,72.68213933999995,646
PN96_RS13845,48.70936143999991,441
PN96_RS13850,28.35232774000001,258
PN96_RS13855,9.332565639999999,87
PN96_RS13860,26.795892839999986,255
PN96_RS13865,43.176314239999975,375
PN96_RS13870,65.60336573999987,596
PN96_RS13875,35.96140714,313
PN96_RS13880,42.61474943999993,397
PN96_RS13885,10.740405539999998,94
PN96_RS13890,17.352801440000018,151
PN96_RS13895,28.31925024000003,251
PN96_RS13900,33.46874724000001,290
PN96_RS13905,8.501648440000002,86
PN96_RS13910,82.3137132400001,724
PN96_RS13920,63.63004103999993,588
PN96_RS13925,23.703949940000015,219
PN96_RS13930,30.569643040000013,265
PN96_RS13935,33.65811024,304
PN96_RS13940,69.20014493999993,611
PN96_RS13945,11.615168440000003,101
PN96_RS13950,25.032654940000004,222
PN96_RS13955,54.80979093999993,497
PN96_RS13960,49.21300353999997,437
PN96_RS13965,11.701486240000012,108
PN96_RS13970,46.817882639999944,419
PN96_RS13975,37.548090140000006,331
PN96_RS13980,69.59080823999996,617
PN96_RS13985,10.048582040000003,89
PN96_RS13990,26.478788739999988,237
PN96_RS23675,39.33089304000001,344
PN96_RS14035,44.70038513999999,393
PN96_RS14040,45.228011339999945,403
PN96_RS14045,27.083957240000025,242
PN96_RS14050,34.15819663999999,312
PN96_RS14055,97.51188484000025,841
PN96_RS14060,12.113521640000004,104
PN96_RS24385,4.04462234,38
PN96_RS14070,45.86905643999998,417
PN96_RS14075,30.30344334,276
PN96_RS14080,27.709525539999994,243
PN96_RS14085,35.063073740000014,310
PN96_RS14090,26.745026739999993,238
PN96_RS14095,22.576943540000016,198
PN96_RS14100,57.24775623999996,516
PN96_RS14105,18.225963940000014,156
PN96_RS14110,31.294447739999992,278
PN96_RS14115,38.364745539999966,333
PN96_RS14120,21.69269694,205
PN96_RS14125,46.97107793999997,407
PN96_RS14130,12.903917740000002,111
PN96_RS14135,36.45852314,333
PN96_RS14140,17.72620164000001,164
PN96_RS14145,43.949177939999906,405
PN96_RS14150,39.00404323999997,337
PN96_RS14155,12.510360540000006,109
PN96_RS14160,14.415785540000007,122
PN96_RS14165,22.84328594,206
PN96_RS14170,8.568915440000005,73
PN96_RS14175,9.889286640000002,88
PN96_RS14180,22.55266354000002,199
PN96_RS14185,43.93954213999995,403
PN96_RS14190,25.33195604000001,224
PN96_RS14195,34.978818839999995,322
PN96_RS14200,32.58103794,285
PN96_RS14210,11.804101340000004,106
PN96_RS14215,31.39393103999999,280
PN96_RS14220,15.671210440000014,136
PN96_RS14225,20.595581340000003,179
PN96_RS14230,32.15134994000001,284
PN96_RS14235,90.96484034000011,808
PN96_RS14240,22.695915840000012,206
PN96_RS14245,30.68141454,264
PN96_RS14250,49.165102339999905,447
PN96_RS14255,51.24683783999992,466
PN96_RS14260,24.557029840000006,213
PN96_RS14265,13.25964654000001,123
PN96_RS14270,42.85748893999998,368
PN96_RS14275,68.12976473999998,611
PN96_RS14280,25.267636539999994,227
PN96_RS14285,29.800745040000017,271
PN96_RS14290,16.625163440000005,151
PN96_RS14350,24.476039940000017,217
PN96_RS14355,109.96249104000056,985
PN96_RS14360,31.197569739999988,281
PN96_RS14365,16.932220940000022,155
PN96_RS14370,21.180541440000006,204
PN96_RS14375,24.35627154,216
PN96_RS14380,11.111774140000005,98
PN96_RS14385,35.63594413999999,322
PN96_RS14390,32.618945739999994,295
PN96_RS14395,49.29055913999989,447
PN96_RS14400,15.793109040000012,152
PN96_RS14405,16.32060994000002,149
PN96_RS14410,71.62283383999993,649
PN96_RS14415,23.849547140000013,209
PN96_RS14420,69.54566313999985,608
PN96_RS14425,43.404238339999964,396
PN96_RS14430,126.62185494000069,1144
PN96_RS14435,48.84872813999992,461
PN96_RS14440,17.85853784000001,160
PN96_RS14445,61.29382083999986,575
PN96_RS14450,10.256053740000002,87
PN96_RS14455,62.66580063999985,580
PN96_RS14460,22.77823244000002,209
PN96_RS14465,66.1706706399998,606
PN96_RS14470,45.34000923999995,435
PN96_RS14475,52.81446953999986,483
PN96_RS14480,19.302382940000008,177
PN96_RS14485,17.993523440000008,159
PN96_RS14490,52.665448139999945,465
PN96_RS14495,25.819716040000003,229
PN96_RS14500,19.210085040000003,170
PN96_RS14505,33.41874494000001,302
PN96_RS14510,34.571742339999986,320
PN96_RS14515,49.94866933999988,461
PN96_RS14520,10.249872540000004,96
PN96_RS14525,57.66186673999994,548
PN96_RS14530,22.913197540000024,200
PN96_RS14535,20.68435984000002,187
PN96_RS14540,49.26833933999995,431
PN96_RS14545,19.805738240000018,187
PN96_RS14550,17.73213554000003,164
PN96_RS14555,38.69345003999999,340
PN96_RS14560,20.586467740000014,188
PN96_RS14565,52.74288283999996,467
PN96_RS14570,13.662223940000015,125
PN96_RS14575,14.59467384000002,127
PN96_RS14580,27.565649639999993,248
PN96_RS14585,66.16473123999987,601
PN96_RS14590,36.29740283999998,323
PN96_RS14595,14.213861440000011,124
PN96_RS14600,24.475313640000017,211
PN96_RS14605,34.20634643999999,318
PN96_RS14610,42.89667753999997,382
PN96_RS14615,29.29073463999999,273
PN96_RS14620,37.19754663999997,345
PN96_RS14625,17.36160454000002,156
PN96_RS14630,15.98949584000002,144
PN96_RS14635,55.13911783999989,510
PN96_RS14640,31.69095884,295
PN96_RS14645,50.35998123999986,471
PN96_RS14650,31.64610073999998,285
PN96_RS14655,39.98138073999997,354
PN96_RS14660,20.855618640000007,181
PN96_RS14725,42.82293443999993,375
PN96_RS14730,17.487709640000013,154
PN96_RS14735,62.8308675399998,571
PN96_RS14740,75.43190944000008,676
PN96_RS14745,35.32451464,310
PN96_RS14750,9.857247639999999,87
PN96_RS14755,48.73744883999995,429
PN96_RS14760,44.28506314000003,400
PN96_RS14765,37.05343393999998,326
PN96_RS14770,6.44469914,61
PN96_RS14775,47.79864353999991,438
PN96_RS14780,23.99455004,211
PN96_RS14785,44.10464343999993,394
PN96_RS14790,15.723347240000013,141
PN96_RS14795,95.37604734000034,839
PN96_RS14800,26.62175634,247
